측정소명,년월,측정항목,측정항목한글,단위,월평균값
"지산동,대명동,이현동,수창동",201605,Mn,망간,㎍/㎥,0.0264
"지산동,대명동,이현동,수창동",201605,Fe,철,㎍/㎥,0.6448
"지산동,대명동,이현동,수창동",201605,Ni,니켈,㎍/㎥,0.0032
"지산동,대명동,이현동,수창동",201605,As,비소,㎍/㎥,0.0035
"지산동,대명동,이현동,수창동",201605,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201602,Pb,납,㎍/㎥,0.0341
"지산동,대명동,이현동,수창동",201602,Cd,카드뮴,㎍/㎥,0.0012
"지산동,대명동,이현동,수창동",201602,Cr,크롬,㎍/㎥,0.002
"지산동,대명동,이현동,수창동",201602,Cu,구리,㎍/㎥,0.0144
"지산동,대명동,이현동,수창동",201602,Mn,망간,㎍/㎥,0.0211
"지산동,대명동,이현동,수창동",201602,Fe,철,㎍/㎥,0.4352
"지산동,대명동,이현동,수창동",201602,Ni,니켈,㎍/㎥,0.0019
"지산동,대명동,이현동,수창동",201602,As,비소,㎍/㎥,0.0029
"지산동,대명동,이현동,수창동",201602,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201603,Pb,납,㎍/㎥,0.0296
"지산동,대명동,이현동,수창동",201603,Cd,카드뮴,㎍/㎥,0.0049
"지산동,대명동,이현동,수창동",201603,Cr,크롬,㎍/㎥,0.002
"지산동,대명동,이현동,수창동",201603,Cu,구리,㎍/㎥,0.0143
"지산동,대명동,이현동,수창동",201603,Mn,망간,㎍/㎥,0.0255
"지산동,대명동,이현동,수창동",201603,Fe,철,㎍/㎥,0.7487
"지산동,대명동,이현동,수창동",201603,Ni,니켈,㎍/㎥,0.002
"지산동,대명동,이현동,수창동",201603,As,비소,㎍/㎥,0.0088
"지산동,대명동,이현동,수창동",201603,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201606,Pb,납,㎍/㎥,0.0201
"지산동,대명동,이현동,수창동",201606,Cd,카드뮴,㎍/㎥,0.0005
"지산동,대명동,이현동,수창동",201606,Cr,크롬,㎍/㎥,0.0025
"지산동,대명동,이현동,수창동",201606,Cu,구리,㎍/㎥,0.0129
"지산동,대명동,이현동,수창동",201606,Mn,망간,㎍/㎥,0.0246
"지산동,대명동,이현동,수창동",201606,Fe,철,㎍/㎥,0.4787
"지산동,대명동,이현동,수창동",201606,Ni,니켈,㎍/㎥,0.0033
"지산동,대명동,이현동,수창동",201606,As,비소,㎍/㎥,0.0027
"지산동,대명동,이현동,수창동",201606,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201609,Pb,납,㎍/㎥,0.0263
"지산동,대명동,이현동,수창동",201609,Cd,카드뮴,㎍/㎥,0.0007
"지산동,대명동,이현동,수창동",201609,Cr,크롬,㎍/㎥,0.0021
"지산동,대명동,이현동,수창동",201609,Cu,구리,㎍/㎥,0.0159
"지산동,대명동,이현동,수창동",201609,Mn,망간,㎍/㎥,0.0239
"지산동,대명동,이현동,수창동",201609,Fe,철,㎍/㎥,0.4165
"지산동,대명동,이현동,수창동",201609,Ni,니켈,㎍/㎥,0.003
"지산동,대명동,이현동,수창동",201609,As,비소,㎍/㎥,0.003
"지산동,대명동,이현동,수창동",201607,Pb,납,㎍/㎥,0.0157
"지산동,대명동,이현동,수창동",201607,Cd,카드뮴,㎍/㎥,0.0004
"지산동,대명동,이현동,수창동",201607,Cr,크롬,㎍/㎥,0.002
"지산동,대명동,이현동,수창동",201607,Cu,구리,㎍/㎥,0.01
"지산동,대명동,이현동,수창동",201607,Mn,망간,㎍/㎥,0.0137
"지산동,대명동,이현동,수창동",201607,Fe,철,㎍/㎥,0.3218
"지산동,대명동,이현동,수창동",201607,Ni,니켈,㎍/㎥,0.0018
"지산동,대명동,이현동,수창동",201607,As,비소,㎍/㎥,0.0007
"지산동,대명동,이현동,수창동",201607,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201609,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201509,Pb,납,㎍/㎥,0.0116
"지산동,대명동,이현동,수창동",201509,Cd,카드뮴,㎍/㎥,0.0004
"지산동,대명동,이현동,수창동",201509,Cr,크롬,㎍/㎥,0.0019
"지산동,대명동,이현동,수창동",201509,Cu,구리,㎍/㎥,0.0127
"지산동,대명동,이현동,수창동",201509,Mn,망간,㎍/㎥,0.013
"지산동,대명동,이현동,수창동",201509,Fe,철,㎍/㎥,0.3434
"지산동,대명동,이현동,수창동",201509,Ni,니켈,㎍/㎥,0.0012
"지산동,대명동,이현동,수창동",201509,As,비소,㎍/㎥,0.001
"지산동,대명동,이현동,수창동",201509,Be,베릴륨,㎍/㎥,0
"지산동,대명동,이현동,수창동",201610,Pb,납,㎍/㎥,0.0193
"지산동,대명동,이현동,수창동",201610,Cd,카드뮴,㎍/㎥,0.0013
"지산동,대명동,이현동,수창동",201610,Cr,크롬,㎍/㎥,0.0022
"지산동,대명동,이현동,수창동",201610,Cu,구리,㎍/㎥,0.0143
"지산동,대명동,이현동,수창동",201610,Mn,망간,㎍/㎥,0.0153
"지산동,대명동,이현동,수창동",201610,Fe,철,㎍/㎥,0.3202
"지산동,대명동,이현동,수창동",201610,Ni,니켈,㎍/㎥,0.0022
"지산동,대명동,이현동,수창동",201610,As,비소,㎍/㎥,0.0031
"지산동,대명동,이현동,수창동",201610,Be,베릴륨,㎍/㎥,0

